Path,Type,Size
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/packaging/tags.py,File,15699
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/packaging/specifiers.py,File,30110
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/platformdirs/unix.py,File,6910
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/platformdirs/windows.py,File,6439
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/platformdirs/version.py,File,80
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/platformdirs/__main__.py,File,1176
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/platformdirs/android.py,File,4012
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/platformdirs/__init__.py,File,12676
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/platformdirs/api.py,File,4910
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/platformdirs/macos.py,File,2655
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/auth.py,File,10207
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/help.py,File,3972
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/status_codes.py,File,4188
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/exceptions.py,File,3446
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/sessions.py,File,29835
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/compat.py,File,2114
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/__init__.py,File,5130
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/api.py,File,6402
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/models.py,File,35116
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/utils.py,File,33301
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/adapters.py,File,21861
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/cookies.py,File,18430
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/certs.py,File,465
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/packages.py,File,695
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/_internal_utils.py,File,1096
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/hooks.py,File,757
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/structures.py,File,3005
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/requests/__version__.py,File,441
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/html5parser.py,File,117186
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/_tokenizer.py,File,77040
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/__init__.py,File,1160
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/_inputstream.py,File,32353
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/_ihatexml.py,File,16728
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/serializer.py,File,15759
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/constants.py,File,83464
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/_utils.py,File,4931
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treewalkers,Directory,27825
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/filters,Directory,46492
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/_trie,Directory,2897
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treebuilders,Directory,54684
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treeadapters,Directory,4170
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treewalkers/base.py,File,7476
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treewalkers/etree.py,File,4551
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treewalkers/etree_lxml.py,File,6357
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treewalkers/dom.py,File,1413
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treewalkers/__init__.py,File,5719
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treewalkers/genshi.py,File,2309
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/filters/base.py,File,286
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/filters/lint.py,File,3643
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/filters/optionaltags.py,File,10588
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/filters/whitespace.py,File,1214
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/filters/__init__.py,File,0
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/filters/alphabeticalattributes.py,File,919
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/filters/sanitizer.py,File,26897
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/filters/inject_meta_charset.py,File,2945
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/_trie/py.py,File,1775
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/_trie/__init__.py,File,109
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/_trie/_base.py,File,1013
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treebuilders/base.py,File,14565
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treebuilders/etree.py,File,12836
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treebuilders/etree_lxml.py,File,14766
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treebuilders/dom.py,File,8925
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treebuilders/__init__.py,File,3592
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treeadapters/sax.py,File,1776
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treeadapters/__init__.py,File,679
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/html5lib/treeadapters/genshi.py,File,1715
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/pyparsing/actions.py,File,6429
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/pyparsing/exceptions.py,File,9030
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/pyparsing/unicode.py,File,10381
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/pyparsing/util.py,File,6805
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/pyparsing/helpers.py,File,38299
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/pyparsing/results.py,File,25339
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/pyparsing/__init__.py,File,9107
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/pyparsing/core.py,File,212248
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/pyparsing/common.py,File,12936
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/pyparsing/testing.py,File,13388
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/pyparsing/diagram,Directory,22165
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/pyparsing/diagram/__init__.py,File,22165
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tenacity/tornadoweb.py,File,2145
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tenacity/_asyncio.py,File,3314
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tenacity/nap.py,File,1383
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tenacity/before.py,File,1376
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tenacity/retry.py,File,6645
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tenacity/before_sleep.py,File,1908
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tenacity/__init__.py,File,18257
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tenacity/after.py,File,1496
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tenacity/stop.py,File,2790
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tenacity/_utils.py,File,1944
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tenacity/wait.py,File,6691
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/colorama/ansitowin32.py,File,10517
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/colorama/win32.py,File,5404
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/colorama/__init__.py,File,239
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/colorama/winterm.py,File,6438
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/colorama/initialise.py,File,1915
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/colorama/ansi.py,File,2522
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/certifi/__main__.py,File,255
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/certifi/__init__.py,File,62
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/certifi/cacert.pem,File,265969
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/certifi/core.py,File,2791
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tomli/_re.py,File,2681
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tomli/_parser.py,File,22415
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/tomli/__init__.py,File,230
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/distlib/markers.py,File,5058
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/distlib/version.py,File,23513
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/distlib/resources.py,File,10820
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/distlib/util.py,File,66262
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/distlib/locators.py,File,51963
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/distlib/compat.py,File,41259
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/distlib/__init__.py,File,581
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/distlib/index.py,File,20739
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/distlib/metadata.py,File,39109
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/distlib/database.py,File,51456
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/distlib/scripts.py,File,17720
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/distlib/manifest.py,File,14811
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/distlib/wheel.py,File,42943
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/request.py,File,5985
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/filepost.py,File,2440
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/connection.py,File,20076
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/poolmanager.py,File,19763
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/connectionpool.py,File,39013
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/_collections.py,File,10811
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/exceptions.py,File,8217
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/fields.py,File,8579
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/response.py,File,28203
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/__init__.py,File,2763
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/_version.py,File,63
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util,Directory,97070
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/packages,Directory,36083
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/contrib,Directory,106529
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util/timeout.py,File,10003
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util/request.py,File,4123
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util/connection.py,File,4901
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util/ssltransport.py,File,6895
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util/url.py,File,14047
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util/queue.py,File,498
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util/ssl_match_hostname.py,File,5751
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util/response.py,File,3510
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util/retry.py,File,22001
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util/__init__.py,File,1155
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util/proxy.py,File,1605
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util/ssl_.py,File,17177
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/util/wait.py,File,5404
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/packages/six.py,File,34666
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/packages/__init__.py,File,0
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/packages/backports,Directory,1417
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/packages/backports/makefile.py,File,1417
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/packages/backports/__init__.py,File,0
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/contrib/__init__.py,File,0
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/contrib/socks.py,File,7097
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/contrib/_appengine_environ.py,File,957
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/contrib/securetransport.py,File,34449
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/contrib/ntlmpool.py,File,4538
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/contrib/appengine.py,File,11034
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/contrib/pyopenssl.py,File,16900
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/contrib/_securetransport,Directory,31554
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/contrib/_securetransport/__init__.py,File,0
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/contrib/_securetransport/bindings.py,File,17632
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/urllib3/contrib/_securetransport/low_level.py,File,13922
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/idna/package_data.py,File,21
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/idna/intranges.py,File,1881
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/idna/uts46data.py,File,204400
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/idna/idnadata.py,File,44025
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/idna/compat.py,File,321
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/idna/codec.py,File,3374
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/idna/__init__.py,File,849
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/idna/core.py,File,12795
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/webencodings/__init__.py,File,10579
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/webencodings/x_user_defined.py,File,4307
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/webencodings/mklabels.py,File,1305
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/webencodings/tests.py,File,6563
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_vendor/webencodings/labels.py,File,8979
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/cache.py,File,9441
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/build_env.py,File,9739
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/pyproject.py,File,6722
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/configuration.py,File,13171
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/exceptions.py,File,20912
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/__init__.py,File,573
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/main.py,File,340
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/wheel_builder.py,File,12307
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/self_outdated_check.py,File,6849
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/cli,Directory,94204
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/commands,Directory,108569
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/locations,Directory,32730
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/resolution,Directory,105682
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/operations,Directory,82522
/home/valery/PycharmProjects/basic-python/seminars/seminar_1/project_new/venv_new/lib/python3.10/site-packages/pip/_internal/index,Directory,64762
